     400     500       6   10201     101
 1380073 1380096       5
 1440073 1440096       5
 1500073 1500096       5
 1560073 1560096       5
 1620073 1620096       5
 1680073 1680096       5
 1740073 1740096       5
 1800073 1800096       5
 1860073 1860096       5
 1920073 1920096       5
 1980073 1980096       5
 2040073 2040096       5
 2100073 2100096       5
 2160073 2160096       5
 2220073 2220096       5
 2280073 2280096       5
 2340073 2340096       5
 2400073 2400096       5
 2460073 2460096       5
 2520073 2520096       5
 2580073 2580096       5
 2640073 2640096       5
 2700073 2700096       5
 2760073 2760096       5
 2820073 2820096       5
 2880073 2880096       5
 2940073 2940096       4
 3000073 3000096       4
 3060073 3060096       6
 3120073 3120096       6
 3180073 3180096       6
 3240073 3240096       6
 3300073 3300096       6
 3360073 3360096       6
 3420073 3420096       6
 3480073 3480096       6
 3540073 3540096       6
 3600073 3600096       6
 3660073 3660096       6
 3720073 3720096       6
 3780073 3780096       6
 3840073 3840096       6
 3900073 3900096       6
 3960073 3960096       6
 4020073 4020096       6
 4080073 4080096       6
 4140073 4140096       6
 4200073 4200096       6
 4260073 4260096       6
 4320073 4320096       6
 4380073 4380096       6
 4440073 4440096       6
 4500073 4500096       6
 4560073 4560096       6
 4620073 4620096       6
 4680073 4680096       6
 4740073 4740096       6
 4800073 4800096       6
 4860073 4860096       6
 4920073 4920096       6
 4980073 4980096       6
 5040073 5040096       6
 5100073 5100096       6
 5160073 5160096       6
 5220073 5220096       6
 5280073 5280096       6
 5340073 5340096       6
 5400073 5400096       6
 5460073 5460096       6
 5520073 5520096       6
 5580073 5580096       6
 5640073 5640096       6
 5700073 5700096       6
 5760073 5760096       6
 5820073 5820096       6
 5880073 5880096       6
 5940073 5940096       6
      97   60000       5
   60097  120000       5
  120097  180000       5
  180097  240000       5
  240097  300000       5
  300097  360000       5
  360097  420000       5
  420097  480000       5
  480097  540000       5
  540097  600000       5
  600097  660000       5
  660097  720000       5
  720097  780000       5
  780097  840000       5
  840097  900000       5
  900097  960000       5
  960097 1020000       5
 1020097 1080000       5
 1080097 1140000       5
 1140097 1200000       5
 1200097 1260000       5
 1260097 1320000       5
 1320097 1380000       5
 1380097 1440000       5
 1440097 1500000       5
 1500097 1560000       5
 1560097 1620000       5
 1620097 1680000       5
 1680097 1740000       5
 1740097 1800000       5
 1800097 1860000       5
 1860097 1920000       5
 1920097 1980000       5
 1980097 2040000       5
 2040097 2100000       5
 2100097 2160000       5
 2160097 2220000       5
 2220097 2280000       5
 2280097 2340000       5
 2340097 2400000       5
 2400097 2460000       5
 2460097 2520000       5
 2520097 2580000       5
 2580097 2640000       5
 2640097 2700000       5
 2700097 2760000       5
 2760097 2820000       5
 2820097 2880000       5
 2880097 2940000       5
 2940097 3000000       5
 3000097 3060000       6
 3060097 3120000       6
 3120097 3180000       6
 3180097 3240000       6
 3240097 3300000       6
 3300097 3360000       6
 3360097 3420000       6
 3420097 3480000       6
 3480097 3540000       6
 3540097 3600000       6
 3600097 3660000       6
 3660097 3720000       6
 3720097 3780000       6
 3780097 3840000       6
 3840097 3900000       6
 3900097 3960000       6
 3960097 4020000       6
 4020097 4080000       6
 4080097 4140000       6
 4140097 4200000       6
 4200097 4260000       6
 4260097 4320000       6
 4320097 4380000       6
 4380097 4440000       6
 4440097 4500000       6
 4500097 4560000       6
 4560097 4620000       6
 4620097 4680000       6
 4680097 4740000       6
 4740097 4800000       6
 4800097 4860000       6
 4860097 4920000       6
 4920097 4980000       6
 4980097 5040000       6
 5040097 5100000       6
 5100097 5160000       6
 5160097 5220000       6
 5220097 5280000       6
 5280097 5340000       6
 5340097 5400000       6
 5400097 5460000       6
 5460097 5520000       6
 5520097 5580000       6
 5580097 5640000       6
 5640097 5700000       6
 5700097 5760000       6
 5760097 5820000       6
 5820097 5880000       6
 5880097 5940000       6
 5940097 6000000       6
        5.80000E+07     5.80000E+07     5.80000E+07     8.90000E-12     8.90000E-12     8.90000E-12
        5.80000E+07     5.80000E+07     5.80000E+07     8.90000E-12     8.90000E-12     8.90000E-12
        5.80000E+07     5.80000E+07     5.80000E+07     8.90000E-12     8.90000E-12     8.90000E-12
        5.80000E+07     5.80000E+07     5.80000E+07     8.90000E-12     8.90000E-12     8.90000E-12
        1.00000E-02     1.00000E-02     1.00000E-02     1.00000E-10     1.00000E-10     1.00000E-10
        1.00000E-02     1.00000E-02     1.00000E-02     1.00000E-10     1.00000E-10     1.00000E-10
       0
